Time_ps	P1_Polar	P2_Nematic
9130.00	0.448331	0.666415
9140.00	0.447580	0.664761
9150.00	0.447213	0.662911
9160.00	0.446154	0.664523
9170.00	0.447122	0.669228
9180.00	0.447012	0.664183
9190.00	0.443899	0.662981
9200.00	0.445491	0.668378
9210.00	0.447348	0.665766
9220.00	0.441653	0.658454
9230.00	0.447924	0.666571
9240.00	0.448129	0.665677
9250.00	0.445580	0.657862
9260.00	0.445159	0.667294
9270.00	0.445274	0.667820
9280.00	0.444924	0.664643
9290.00	0.444478	0.663058
9300.00	0.447122	0.666972
9310.00	0.445717	0.666198
9320.00	0.444573	0.661772
9330.00	0.443996	0.663604
9340.00	0.445092	0.666133
9350.00	0.441775	0.659418
9360.00	0.444403	0.661659
9370.00	0.442419	0.654286
9380.00	0.443358	0.656414
9390.00	0.442340	0.657780
9400.00	0.442926	0.659445
9410.00	0.443971	0.661620
9420.00	0.444145	0.662082
9430.00	0.441028	0.660705
9440.00	0.443775	0.661498
9450.00	0.444971	0.656761
9460.00	0.443389	0.663527
9470.00	0.441730	0.654547
9480.00	0.445045	0.660021
9490.00	0.445347	0.657494
9500.00	0.444881	0.660366
9510.00	0.441698	0.653511
9520.00	0.441776	0.658772
9530.00	0.443618	0.659894
9540.00	0.444530	0.656485
9550.00	0.443451	0.658284
9560.00	0.444733	0.664176
9570.00	0.443655	0.664156
9580.00	0.440653	0.655982
9590.00	0.441439	0.657873
9600.00	0.442485	0.660453
9610.00	0.445560	0.662943
9620.00	0.441595	0.657676
9630.00	0.446405	0.665830
9640.00	0.443616	0.661005
9650.00	0.444516	0.665812
9660.00	0.444576	0.662936
9670.00	0.446019	0.668764
9680.00	0.446063	0.663492
9690.00	0.446545	0.658747
9700.00	0.445708	0.660852
9710.00	0.445045	0.658813
9720.00	0.445783	0.662280
9730.00	0.442894	0.661722
9740.00	0.441788	0.657965
9750.00	0.444548	0.657959
9760.00	0.443265	0.663494
9770.00	0.443242	0.665376
9780.00	0.444015	0.665366
9790.00	0.443341	0.666174
9800.00	0.441669	0.663224
9810.00	0.447704	0.669406
9820.00	0.442524	0.660179
9830.00	0.446627	0.670055
9840.00	0.446272	0.663809
9850.00	0.442908	0.666111
9860.00	0.445733	0.665657
9870.00	0.445664	0.660339
9880.00	0.441833	0.662036
9890.00	0.443081	0.663085
9900.00	0.441537	0.655892
9910.00	0.445847	0.665091
9920.00	0.444392	0.659391
9930.00	0.442830	0.660305
9940.00	0.443837	0.666598
9950.00	0.443498	0.663071
9960.00	0.443806	0.665497
9970.00	0.444542	0.661167
9980.00	0.442779	0.662332
9990.00	0.441484	0.660941
10000.00	0.442382	0.655167
10010.00	0.441527	0.658121
10020.00	0.442866	0.659306
10030.00	0.444632	0.662862
10040.00	0.446546	0.663218
10050.00	0.443538	0.658219
10060.00	0.443061	0.658195
10070.00	0.444342	0.663395
10080.00	0.443355	0.656914
10090.00	0.444029	0.661999
10100.00	0.442429	0.661355
10110.00	0.441900	0.657573
10120.00	0.440889	0.659841
10130.00	0.442948	0.661361
10140.00	0.442795	0.659381
10150.00	0.441494	0.659156
10160.00	0.442940	0.666169
10170.00	0.441716	0.664262
10180.00	0.441989	0.662531
10190.00	0.442678	0.661016
10200.00	0.440790	0.659173
10210.00	0.442627	0.662769
10220.00	0.445082	0.663968
10230.00	0.444740	0.666318
10240.00	0.441955	0.661747
10250.00	0.440756	0.658334
10260.00	0.444140	0.670416
10270.00	0.443484	0.662095
10280.00	0.443751	0.656462
10290.00	0.442898	0.661111
10300.00	0.442131	0.662258
10310.00	0.442620	0.660730
10320.00	0.441368	0.657481
10330.00	0.439545	0.652254
10340.00	0.444419	0.662349
10350.00	0.441369	0.664692
10360.00	0.441773	0.656061
10370.00	0.439998	0.659606
10380.00	0.440620	0.654912
10390.00	0.439371	0.660665
10400.00	0.437778	0.657758
10410.00	0.440736	0.662361
10420.00	0.439583	0.661668
10430.00	0.438948	0.660072
10440.00	0.440162	0.661861
10450.00	0.439108	0.657351
10460.00	0.439944	0.664256
10470.00	0.439486	0.664390
10480.00	0.440230	0.660022
10490.00	0.439639	0.663773
10500.00	0.440954	0.663842
10510.00	0.438973	0.662315
10520.00	0.441419	0.664217
10530.00	0.441825	0.663564
10540.00	0.440991	0.664469
10550.00	0.440743	0.663369
10560.00	0.439113	0.659467
10570.00	0.441963	0.667146
10580.00	0.441111	0.668082
10590.00	0.439269	0.670228
10600.00	0.442075	0.666748
10610.00	0.440996	0.669933
10620.00	0.441173	0.665782
10630.00	0.440300	0.665681
10640.00	0.443020	0.669813
10650.00	0.442037	0.663885
10660.00	0.442027	0.657535
10670.00	0.441837	0.666161
10680.00	0.442424	0.664215
10690.00	0.441467	0.659630
10700.00	0.439971	0.664169
10710.00	0.441154	0.668585
10720.00	0.437911	0.658499
10730.00	0.439968	0.662101
10740.00	0.441043	0.662724
10750.00	0.439493	0.660462
10760.00	0.440551	0.660679
10770.00	0.440346	0.664523
10780.00	0.440653	0.671170
10790.00	0.441092	0.668521
10800.00	0.441568	0.663843
10810.00	0.440236	0.666496
10820.00	0.440964	0.665682
10830.00	0.442082	0.667245
10840.00	0.444962	0.668657
10850.00	0.442022	0.664770
10860.00	0.443840	0.668184
10870.00	0.443489	0.661267
10880.00	0.440586	0.666062
10890.00	0.441225	0.665802
10900.00	0.441931	0.668820
10910.00	0.444133	0.667030
10920.00	0.444873	0.668215
10930.00	0.443998	0.671788
10940.00	0.443027	0.663048
10950.00	0.441515	0.671419
10960.00	0.445347	0.671168
10970.00	0.443339	0.667928
10980.00	0.441716	0.664911
10990.00	0.442793	0.665267
11000.00	0.440719	0.668872
11010.00	0.442527	0.663747
11020.00	0.442532	0.671535
11030.00	0.441584	0.668764
11040.00	0.441944	0.669211
11050.00	0.443122	0.667347
11060.00	0.440601	0.664109
11070.00	0.440740	0.665089
11080.00	0.440806	0.669518
11090.00	0.441564	0.673019
11100.00	0.441055	0.666145
11110.00	0.443456	0.668331
11120.00	0.440874	0.657494
11130.00	0.441214	0.663165
11140.00	0.443868	0.664727
11150.00	0.439276	0.662846
11160.00	0.440575	0.667525
11170.00	0.441762	0.663688
11180.00	0.441903	0.664955
11190.00	0.440655	0.663050
11200.00	0.440630	0.662513
11210.00	0.443537	0.667645
11220.00	0.439763	0.668454
11230.00	0.442850	0.670990
11240.00	0.439248	0.661480
11250.00	0.441303	0.668795
11260.00	0.440573	0.661869
11270.00	0.440920	0.663037
11280.00	0.442606	0.663513
11290.00	0.440642	0.663384
11300.00	0.442270	0.666260
11310.00	0.442799	0.671337
11320.00	0.441712	0.667869
11330.00	0.440316	0.660015
11340.00	0.443123	0.667584
11350.00	0.440071	0.665537
11360.00	0.438818	0.661065
11370.00	0.440576	0.663424
11380.00	0.440163	0.664254
11390.00	0.439830	0.669734
11400.00	0.439684	0.662503
11410.00	0.440539	0.668909
11420.00	0.438655	0.656148
11430.00	0.440340	0.663219
11440.00	0.438403	0.659381
11450.00	0.438064	0.664996
11460.00	0.436698	0.660587
11470.00	0.438589	0.660064
11480.00	0.437631	0.661640
11490.00	0.439334	0.663596
11500.00	0.440356	0.665557
11510.00	0.437767	0.661369
11520.00	0.438760	0.656602
11530.00	0.437539	0.659095
11540.00	0.437487	0.662353
11550.00	0.438444	0.661516
11560.00	0.440332	0.666236
11570.00	0.441000	0.667768
11580.00	0.438878	0.660198
11590.00	0.439285	0.660487
11600.00	0.438927	0.662035
11610.00	0.437405	0.661119
11620.00	0.439476	0.667160
11630.00	0.437287	0.663232
11640.00	0.439395	0.660523
11650.00	0.439485	0.664118
11660.00	0.435947	0.662136
11670.00	0.440083	0.668108
11680.00	0.437758	0.658865
11690.00	0.438124	0.661960
11700.00	0.439470	0.670806
11710.00	0.439740	0.664187
11720.00	0.438542	0.663794
11730.00	0.440546	0.661928
11740.00	0.438628	0.660626
11750.00	0.439859	0.662261
11760.00	0.440670	0.666113
11770.00	0.438179	0.667251
11780.00	0.438154	0.665319
11790.00	0.436870	0.661013
11800.00	0.439872	0.665588
11810.00	0.435945	0.664696
11820.00	0.438144	0.670133
11830.00	0.438684	0.660995
11840.00	0.437201	0.666716
11850.00	0.438580	0.658067
11860.00	0.438666	0.663810
11870.00	0.439203	0.665423
11880.00	0.438672	0.657942
11890.00	0.437914	0.666010
11900.00	0.440607	0.667904
11910.00	0.440009	0.658562
11920.00	0.437829	0.662050
11930.00	0.440675	0.663587
11940.00	0.440496	0.669112
11950.00	0.437722	0.662437
11960.00	0.438869	0.662623
11970.00	0.437891	0.658419
11980.00	0.439540	0.661675
11990.00	0.439677	0.662669
12000.00	0.438234	0.661614
12010.00	0.439967	0.667300
12020.00	0.440980	0.663328
12030.00	0.438755	0.665409
12040.00	0.438557	0.666028
12050.00	0.439789	0.661800
12060.00	0.439362	0.662446
12070.00	0.437158	0.664787
12080.00	0.441003	0.665125
12090.00	0.441231	0.667771
12100.00	0.436844	0.658953
12110.00	0.439495	0.667655
12120.00	0.440662	0.668421
12130.00	0.438824	0.667737
12140.00	0.439764	0.666721
12150.00	0.438704	0.672874
12160.00	0.439299	0.665402
12170.00	0.439820	0.666246
12180.00	0.441071	0.664239
12190.00	0.439796	0.668385
12200.00	0.440683	0.672950
12210.00	0.437907	0.667958
12220.00	0.438048	0.666579
12230.00	0.439131	0.666609
12240.00	0.438700	0.663470
12250.00	0.441153	0.674399
12260.00	0.440838	0.665760
12270.00	0.441699	0.663025
12280.00	0.439390	0.668160
12290.00	0.439782	0.669122
12300.00	0.442223	0.670367
12310.00	0.440054	0.669700
12320.00	0.440687	0.669651
12330.00	0.440148	0.666635
12340.00	0.439412	0.665456
12350.00	0.442144	0.665471
12360.00	0.442299	0.669321
12370.00	0.440703	0.667198
12380.00	0.442161	0.674471
12390.00	0.443019	0.672304
12400.00	0.442605	0.669008
12410.00	0.441062	0.664246
12420.00	0.440025	0.665031
12430.00	0.441905	0.670405
12440.00	0.438267	0.663340
12450.00	0.437990	0.662500
12460.00	0.439255	0.667526
12470.00	0.437779	0.669846
12480.00	0.438946	0.661214
12490.00	0.438243	0.660752
12500.00	0.439497	0.659773
12510.00	0.440155	0.662689
12520.00	0.439861	0.660954
12530.00	0.438423	0.664468
12540.00	0.439260	0.658195
12550.00	0.440794	0.663737
12560.00	0.439601	0.660220
12570.00	0.438463	0.660154
12580.00	0.439331	0.663487
12590.00	0.438076	0.663194
12600.00	0.437552	0.662492
12610.00	0.441316	0.665400
12620.00	0.440117	0.669418
12630.00	0.439937	0.665589
12640.00	0.438158	0.665710
12650.00	0.438768	0.670136
12660.00	0.438699	0.661512
12670.00	0.439490	0.665227
12680.00	0.437736	0.660122
12690.00	0.437723	0.661302
12700.00	0.438502	0.661957
12710.00	0.437647	0.663649
12720.00	0.437824	0.660950
12730.00	0.437700	0.659250
12740.00	0.438008	0.662096
12750.00	0.440121	0.658616
12760.00	0.437485	0.657386
12770.00	0.439510	0.664633
12780.00	0.440688	0.663535
12790.00	0.437589	0.659712
12800.00	0.437181	0.661358
12810.00	0.435464	0.659463
12820.00	0.437598	0.660297
12830.00	0.439585	0.667031
12840.00	0.438083	0.659866
12850.00	0.440489	0.660315
12860.00	0.441278	0.661874
12870.00	0.439585	0.658122
12880.00	0.438972	0.659427
12890.00	0.441015	0.662389
12900.00	0.439146	0.661662
12910.00	0.442491	0.667448
12920.00	0.441938	0.662642
12930.00	0.439521	0.661905
12940.00	0.440630	0.660706
12950.00	0.439121	0.660809
12960.00	0.440998	0.665204
12970.00	0.441674	0.659375
12980.00	0.441493	0.661801
12990.00	0.440594	0.660364
13000.00	0.441499	0.664592
13010.00	0.440319	0.664767
13020.00	0.441066	0.663280
13030.00	0.438742	0.662238
13040.00	0.441663	0.665205
13050.00	0.439859	0.664926
13060.00	0.441538	0.666683
13070.00	0.442876	0.663396
13080.00	0.440977	0.663350
13090.00	0.441362	0.664250
13100.00	0.440730	0.668010
13110.00	0.441562	0.666755
13120.00	0.440725	0.664502
13130.00	0.440893	0.664545
13140.00	0.439110	0.664256
13150.00	0.438132	0.659943
13160.00	0.438177	0.663561
13170.00	0.437754	0.664734
13180.00	0.439322	0.662763
13190.00	0.436748	0.656351
13200.00	0.440536	0.661673
13210.00	0.439429	0.660487
13220.00	0.437890	0.659352
13230.00	0.438402	0.658435
13240.00	0.440113	0.660844
13250.00	0.442011	0.659076
13260.00	0.438177	0.662122
13270.00	0.440820	0.663513
13280.00	0.439641	0.662319
13290.00	0.439679	0.665808
13300.00	0.438427	0.657449
13310.00	0.441398	0.656597
13320.00	0.438540	0.661861
13330.00	0.437955	0.658964
13340.00	0.438848	0.665408
13350.00	0.439870	0.666448
13360.00	0.440965	0.667225
13370.00	0.442044	0.661816
13380.00	0.438576	0.660478
13390.00	0.438676	0.661459
13400.00	0.438858	0.663815
13410.00	0.437663	0.656668
13420.00	0.440424	0.660837
13430.00	0.439369	0.659695
13440.00	0.437117	0.662584
13450.00	0.439633	0.662737
13460.00	0.439858	0.660947
13470.00	0.437444	0.663999
13480.00	0.438596	0.660868
13490.00	0.441558	0.661197
13500.00	0.439147	0.662335
13510.00	0.438880	0.661228
13520.00	0.438004	0.663872
13530.00	0.441796	0.667040
13540.00	0.440710	0.664136
13550.00	0.440309	0.664633
13560.00	0.439836	0.666140
13570.00	0.439965	0.663902
13580.00	0.441543	0.671332
13590.00	0.441295	0.666194
13600.00	0.438102	0.666862
13610.00	0.437707	0.659510
13620.00	0.441099	0.663770
13630.00	0.440336	0.660429
13640.00	0.443185	0.664623
13650.00	0.440579	0.662669
13660.00	0.440780	0.663133
13670.00	0.440231	0.662756
13680.00	0.442392	0.667796
13690.00	0.441673	0.670539
13700.00	0.443023	0.657867
13710.00	0.439893	0.658526
13720.00	0.440369	0.657830
13730.00	0.438927	0.657657
13740.00	0.439120	0.663156
13750.00	0.441676	0.663459
13760.00	0.441224	0.668786
13770.00	0.440051	0.661274
13780.00	0.440848	0.667232
13790.00	0.439070	0.659911
13800.00	0.440053	0.663876
13810.00	0.442551	0.664081
13820.00	0.441822	0.665417
13830.00	0.440971	0.657230
13840.00	0.442221	0.660577
13850.00	0.442904	0.664922
13860.00	0.440654	0.664015
13870.00	0.443284	0.667005
13880.00	0.441866	0.665356
13890.00	0.443042	0.672898
13900.00	0.442551	0.667137
13910.00	0.442799	0.669679
13920.00	0.440782	0.664457
13930.00	0.441750	0.666654
13940.00	0.441656	0.666796
13950.00	0.441461	0.663859
13960.00	0.441059	0.661835
13970.00	0.438206	0.658061
13980.00	0.441182	0.662452
13990.00	0.443116	0.666357
14000.00	0.440240	0.665177
14010.00	0.441144	0.661906
14020.00	0.440192	0.661566
14030.00	0.441070	0.656177
14040.00	0.439275	0.656582
14050.00	0.440011	0.656094
14060.00	0.441486	0.663006
14070.00	0.440137	0.651148
14080.00	0.441234	0.659905
14090.00	0.442110	0.662752
14100.00	0.441366	0.660688
14110.00	0.438142	0.661059
14120.00	0.439602	0.661771
14130.00	0.440674	0.660139
14140.00	0.440274	0.656831
14150.00	0.438192	0.657084
14160.00	0.440757	0.661095
14170.00	0.438767	0.658870
14180.00	0.438944	0.657478
14190.00	0.439245	0.662282
14200.00	0.440400	0.666128
14210.00	0.440782	0.667388
14220.00	0.436541	0.659188
14230.00	0.441772	0.663094
14240.00	0.439098	0.659508
14250.00	0.439685	0.663781
14260.00	0.441004	0.659831
14270.00	0.439225	0.661628
14280.00	0.438320	0.659551
14290.00	0.437166	0.660560
14300.00	0.438814	0.657893
14310.00	0.439278	0.660182
14320.00	0.440908	0.667585
14330.00	0.440659	0.663291
14340.00	0.438914	0.658493
14350.00	0.440177	0.663258
14360.00	0.440192	0.659485
14370.00	0.441521	0.660912
14380.00	0.440109	0.658906
14390.00	0.440755	0.667301
14400.00	0.440291	0.652974
14410.00	0.439792	0.661272
14420.00	0.441360	0.668467
14430.00	0.439827	0.665474
14440.00	0.438376	0.662075
14450.00	0.442356	0.663334
14460.00	0.441103	0.662976
14470.00	0.441577	0.656750
14480.00	0.441911	0.657478
14490.00	0.441762	0.662369
14500.00	0.440753	0.663410
14510.00	0.439356	0.660963
14520.00	0.441218	0.664404
14530.00	0.441400	0.662744
14540.00	0.438252	0.663468
14550.00	0.439777	0.664957
14560.00	0.442720	0.669902
14570.00	0.440162	0.656450
14580.00	0.441810	0.664721
14590.00	0.439158	0.661417
14600.00	0.442395	0.661867
14610.00	0.440600	0.658685
14620.00	0.438452	0.658648
14630.00	0.439219	0.661532
14640.00	0.439936	0.658473
14650.00	0.436134	0.650446
14660.00	0.439664	0.654863
14670.00	0.437772	0.655648
14680.00	0.439418	0.658028
14690.00	0.441044	0.658971
14700.00	0.438490	0.657382
14710.00	0.438510	0.654521
14720.00	0.438248	0.657175
14730.00	0.437815	0.655175
14740.00	0.436086	0.656252
14750.00	0.439251	0.661498
14760.00	0.437858	0.656230
14770.00	0.440664	0.663392
14780.00	0.439611	0.665652
14790.00	0.439958	0.661674
14800.00	0.439942	0.662221
14810.00	0.439639	0.662375
14820.00	0.437506	0.656087
14830.00	0.438039	0.658066
14840.00	0.437573	0.658966
14850.00	0.440379	0.665114
14860.00	0.437850	0.662417
14870.00	0.437366	0.665452
14880.00	0.438087	0.664253
14890.00	0.437650	0.662826
14900.00	0.439986	0.666137
14910.00	0.439798	0.661226
14920.00	0.437471	0.662814
14930.00	0.439591	0.664795
14940.00	0.438932	0.662064
14950.00	0.439716	0.663332
14960.00	0.441213	0.662600
14970.00	0.440115	0.662571
14980.00	0.440218	0.664788
14990.00	0.437372	0.656046
15000.00	0.438930	0.660365
15010.00	0.438511	0.659384
15020.00	0.439956	0.663000
15030.00	0.437933	0.659028
15040.00	0.436074	0.658297
15050.00	0.437234	0.661734
15060.00	0.440502	0.658110
15070.00	0.438497	0.662082
15080.00	0.437017	0.652175
15090.00	0.438023	0.662522
15100.00	0.436584	0.653454
15110.00	0.437605	0.661676
15120.00	0.437053	0.655660
15130.00	0.440381	0.661481
15140.00	0.439491	0.661101
15150.00	0.441693	0.657274
15160.00	0.437708	0.656394
15170.00	0.438149	0.656427
15180.00	0.439377	0.657027
15190.00	0.439283	0.660559
15200.00	0.436797	0.656394
15210.00	0.439699	0.658719
15220.00	0.436801	0.654892
15230.00	0.437601	0.655047
15240.00	0.437148	0.655263
15250.00	0.437015	0.656925
15260.00	0.441895	0.659557
15270.00	0.439582	0.661701
15280.00	0.438181	0.658627
15290.00	0.440439	0.662917
15300.00	0.438389	0.662714
15310.00	0.438660	0.658517
15320.00	0.437430	0.661469
15330.00	0.441364	0.658338
15340.00	0.441420	0.660642
15350.00	0.441243	0.661931
15360.00	0.440764	0.656472
15370.00	0.439296	0.659425
15380.00	0.439113	0.657348
15390.00	0.439671	0.658894
15400.00	0.439015	0.657482
15410.00	0.438936	0.660599
15420.00	0.441523	0.659556
15430.00	0.438078	0.656504
15440.00	0.438316	0.661000
15450.00	0.438516	0.666168
15460.00	0.437785	0.652807
15470.00	0.439496	0.665473
15480.00	0.437973	0.658936
15490.00	0.438333	0.663506
15500.00	0.439128	0.659848
15510.00	0.438363	0.657929
15520.00	0.437837	0.657468
15530.00	0.439495	0.662650
15540.00	0.439001	0.656551
15550.00	0.436436	0.654903
15560.00	0.438167	0.662682
15570.00	0.438754	0.662143
15580.00	0.436163	0.664085
15590.00	0.436740	0.657561
15600.00	0.439677	0.656738
15610.00	0.436139	0.653069
15620.00	0.437778	0.657450
15630.00	0.439178	0.660583
15640.00	0.436517	0.657165
15650.00	0.436689	0.659372
15660.00	0.440738	0.664036
15670.00	0.438922	0.660117
15680.00	0.436966	0.658505
15690.00	0.438166	0.660873
15700.00	0.439999	0.662453
15710.00	0.441450	0.669202
15720.00	0.440335	0.666129
15730.00	0.437939	0.657185
15740.00	0.439265	0.663149
15750.00	0.439158	0.661194
15760.00	0.437831	0.661462
15770.00	0.439007	0.658414
15780.00	0.436789	0.659886
15790.00	0.438095	0.660814
15800.00	0.439253	0.663204
15810.00	0.437950	0.657976
15820.00	0.438676	0.659599
15830.00	0.438781	0.660256
15840.00	0.440956	0.663691
15850.00	0.438739	0.658970
15860.00	0.438445	0.656078
15870.00	0.441160	0.664383
15880.00	0.440288	0.656553
15890.00	0.439813	0.660258
15900.00	0.440151	0.662249
15910.00	0.441269	0.662164
15920.00	0.441885	0.661912
15930.00	0.439426	0.660026
15940.00	0.438909	0.660430
15950.00	0.440398	0.662882
15960.00	0.440574	0.664378
15970.00	0.439606	0.662168
15980.00	0.439920	0.666800
15990.00	0.441021	0.666373
16000.00	0.440548	0.667120
16010.00	0.439792	0.658678
16020.00	0.439492	0.661702
16030.00	0.440554	0.660860
16040.00	0.439445	0.658197
16050.00	0.439679	0.659648
16060.00	0.438578	0.656146
16070.00	0.438475	0.661781
16080.00	0.437551	0.659268
16090.00	0.438200	0.660771
16100.00	0.438503	0.656795
16110.00	0.439155	0.663442
16120.00	0.440216	0.662002
16130.00	0.436640	0.653573
16140.00	0.441115	0.661425
16150.00	0.438377	0.664055
16160.00	0.439445	0.667747
16170.00	0.439716	0.658247
16180.00	0.439097	0.660666
16190.00	0.439938	0.668974
16200.00	0.438329	0.666844
16210.00	0.440086	0.658171
16220.00	0.438623	0.651374
16230.00	0.439645	0.657232
16240.00	0.435890	0.661275
16250.00	0.439951	0.661166
16260.00	0.441288	0.660086
16270.00	0.440696	0.664111
16280.00	0.440360	0.651579
16290.00	0.438298	0.660324
16300.00	0.439162	0.662024
16310.00	0.438834	0.658040
16320.00	0.438690	0.658656
16330.00	0.441274	0.660393
16340.00	0.441636	0.658389
16350.00	0.440449	0.651487
16360.00	0.438797	0.657782
16370.00	0.438356	0.658349
16380.00	0.438201	0.653589
16390.00	0.438739	0.656419
16400.00	0.440033	0.660758
16410.00	0.439787	0.656554
16420.00	0.440904	0.656156
16430.00	0.441159	0.657248
16440.00	0.441230	0.661242
16450.00	0.438062	0.651795
16460.00	0.439139	0.657397
16470.00	0.439050	0.659320
16480.00	0.439964	0.659759
16490.00	0.437212	0.649979
16500.00	0.438611	0.661766
16510.00	0.438724	0.657855
16520.00	0.436850	0.653603
16530.00	0.439729	0.657393
16540.00	0.438609	0.657799
16550.00	0.437201	0.655361
16560.00	0.437151	0.656280
16570.00	0.439226	0.660214
16580.00	0.440323	0.659310
16590.00	0.436608	0.656549
16600.00	0.440269	0.659294
16610.00	0.439327	0.656626
16620.00	0.437998	0.657184
16630.00	0.438676	0.658734
16640.00	0.440182	0.665522
16650.00	0.437763	0.657633
16660.00	0.437771	0.655985
16670.00	0.438625	0.657274
16680.00	0.439364	0.659529
16690.00	0.438693	0.657078
16700.00	0.441891	0.661816
16710.00	0.439096	0.660232
16720.00	0.441089	0.660615
16730.00	0.441334	0.662131
16740.00	0.438794	0.659736
16750.00	0.439541	0.660712
16760.00	0.440180	0.655162
16770.00	0.437685	0.659892
16780.00	0.442301	0.664762
16790.00	0.442229	0.666942
16800.00	0.440884	0.660083
16810.00	0.437673	0.654954
16820.00	0.442876	0.660662
16830.00	0.439646	0.657062
16840.00	0.440205	0.662339
16850.00	0.438442	0.660393
16860.00	0.440936	0.665207
16870.00	0.439477	0.661413
16880.00	0.440762	0.659734
16890.00	0.439947	0.658277
16900.00	0.439940	0.659771
16910.00	0.443268	0.663556
16920.00	0.440774	0.661720
16930.00	0.441233	0.660386
16940.00	0.439618	0.656922
16950.00	0.442386	0.662356
16960.00	0.443720	0.663415
16970.00	0.445062	0.660491
16980.00	0.440396	0.654084
16990.00	0.440173	0.651262
17000.00	0.438604	0.656276
17010.00	0.442624	0.660443
17020.00	0.440554	0.657951
17030.00	0.442367	0.655837
17040.00	0.440515	0.655203
17050.00	0.444183	0.659124
17060.00	0.441557	0.654237
17070.00	0.438852	0.653531
17080.00	0.440643	0.659303
17090.00	0.442058	0.662066
17100.00	0.443261	0.657947
17110.00	0.442353	0.661316
17120.00	0.441875	0.659942
17130.00	0.440472	0.658053
17140.00	0.439213	0.656750
17150.00	0.441695	0.660865
17160.00	0.441116	0.658805
17170.00	0.439700	0.653695
17180.00	0.444552	0.658590
17190.00	0.442385	0.656398
17200.00	0.438629	0.656397
17210.00	0.438213	0.651464
17220.00	0.443431	0.662703
17230.00	0.441807	0.653720
17240.00	0.442258	0.658865
17250.00	0.441474	0.656925
17260.00	0.440315	0.655646
17270.00	0.440737	0.652779
17280.00	0.441575	0.649973
17290.00	0.440397	0.652014
17300.00	0.439971	0.657982
17310.00	0.441719	0.653075
17320.00	0.439808	0.653052
17330.00	0.438792	0.651975
17340.00	0.437215	0.657022
17350.00	0.440496	0.656914
17360.00	0.439645	0.657427
17370.00	0.439816	0.655590
17380.00	0.440628	0.653574
17390.00	0.438525	0.657455
17400.00	0.438097	0.651296
17410.00	0.440053	0.649818
17420.00	0.436185	0.649402
17430.00	0.439240	0.652329
17440.00	0.438182	0.651390
17450.00	0.437240	0.644880
17460.00	0.440016	0.656517
17470.00	0.438610	0.655257
17480.00	0.440398	0.661639
17490.00	0.440374	0.657095
17500.00	0.439334	0.655456
17510.00	0.439735	0.653413
17520.00	0.438410	0.650215
17530.00	0.438913	0.656201
17540.00	0.441468	0.662878
17550.00	0.439683	0.653275
17560.00	0.439518	0.659686
17570.00	0.441647	0.657108
17580.00	0.438611	0.659435
17590.00	0.438018	0.654926
17600.00	0.438126	0.655639
17610.00	0.438063	0.652627
17620.00	0.438510	0.654452
17630.00	0.437789	0.655275
17640.00	0.437224	0.649110
17650.00	0.438275	0.659232
17660.00	0.441106	0.659532
17670.00	0.440760	0.660819
17680.00	0.437710	0.646145
17690.00	0.438755	0.653675
17700.00	0.440790	0.661732
17710.00	0.438836	0.662229
17720.00	0.439319	0.658954
17730.00	0.440635	0.661636
17740.00	0.439422	0.663429
17750.00	0.441704	0.661732
17760.00	0.440702	0.657111
17770.00	0.440112	0.657135
17780.00	0.440839	0.660527
17790.00	0.440344	0.657765
17800.00	0.441169	0.661116
17810.00	0.438592	0.659396
17820.00	0.439361	0.662665
17830.00	0.436553	0.653973
17840.00	0.438731	0.656749
17850.00	0.442788	0.661246
17860.00	0.443472	0.666470
17870.00	0.443476	0.662573
17880.00	0.443340	0.666542
17890.00	0.443425	0.663530
17900.00	0.440660	0.660920
17910.00	0.443137	0.660130
17920.00	0.444338	0.667213
17930.00	0.440232	0.661429
17940.00	0.442020	0.660766
17950.00	0.443297	0.664326
17960.00	0.443529	0.661944
17970.00	0.441218	0.657712
17980.00	0.440557	0.659567
17990.00	0.441444	0.657303
18000.00	0.442373	0.659844
18010.00	0.441971	0.663777
18020.00	0.442566	0.658656
18030.00	0.441261	0.659671
18040.00	0.436633	0.653808
18050.00	0.439214	0.656749
18060.00	0.436289	0.652635
18070.00	0.438281	0.654725
18080.00	0.438613	0.655185
18090.00	0.438881	0.654769
18100.00	0.440711	0.652503
18110.00	0.440644	0.649467
18120.00	0.438065	0.649133
18130.00	0.437083	0.647143
18140.00	0.437970	0.651660
18150.00	0.439212	0.651502
18160.00	0.441527	0.658271
18170.00	0.440130	0.657069
18180.00	0.441390	0.653565
18190.00	0.440266	0.659336
18200.00	0.439939	0.658296
18210.00	0.437190	0.650806
18220.00	0.439417	0.659019
18230.00	0.439286	0.652223
18240.00	0.440139	0.656137
18250.00	0.440855	0.653317
18260.00	0.441147	0.653101
18270.00	0.436992	0.651020
18280.00	0.440159	0.652506
18290.00	0.440440	0.651892
18300.00	0.439521	0.653209
18310.00	0.441032	0.650240
18320.00	0.437894	0.645960
18330.00	0.439333	0.656673
18340.00	0.441594	0.654267
18350.00	0.437891	0.651323
18360.00	0.440111	0.654861
18370.00	0.440081	0.650099
18380.00	0.443419	0.658383
18390.00	0.439651	0.649691
18400.00	0.441176	0.654512
18410.00	0.441416	0.660009
18420.00	0.440594	0.656280
18430.00	0.443424	0.659415
